Tweet,Affect Dimension,
"Had to give my 11yo AfAm son this advice today: 'be polite, no sudden movements, keep hands where they can see them'. #sadness",sadness/fear,
so gutted i dropped one of my earrings down the sink at school😔,sadness/fear,
@5SOS I swear I will not go mourn becauseÃ°Å¸ËœÂ­Ã°Å¸ËœÂ­Ã°Å¸â€â€Ã°Å¸â€â€,sadness/fear,
@MHChat I think sadness is felt very strongly physically and mentally. It feels like it takes over and it's hard to focus at work #MHChat😢😔,sadness/fear,
@WestHamUtd poor service tonight to find season ticket holders in the seats we purchased online. Forced to move further away #unhappy,sadness/fear,
why the fuck does my mum want me to put corn in the curry?! #grim😔,sadness/fear,
What a grim night #GetTheFireLit Ã°Å¸â€Â¥,sadness/fear,
@cristinalaila1 just when I thought this disgusting man couldn't sink any lower-like Hillary he his depravity of character has no bottom😔,sadness/fear,
"Haven't been here a while, been watching lots of TV. Conclusion #whataloadoftat...if I wasn't depressed before afternoon TV is",sadness/fear,
Making that yearly transition from excited and hopeful college returner to sick and exhausted pessimist. #college😔,sadness/fear,
When the surfer girl and i don't speak the same language anymore.. #justsaying #sadness😔,sadness/fear,
It's way too hard not to get discouraged.,sadness/fear,
@KatHeartwell some don't see the difference between courting and appealing to a women vs deception &amp; pressure it's depressing😔😭😢,sadness/fear,
@SizweM01 and it's kinda depressing hey!!! Ã°Å¸Ëœâ€˜,sadness/fear,
I've returned from the dead with a desire to clean the apartment and eat something that isn't garbage. #managing #depression😭,sadness/fear,
"#Terencecutcher #Tulsa the man onthe helicopter said he looks like a bad dude, that is the problem, when they see black they see bad, #sad",sadness/fear,
"@Virgin_TrainsEC I feel for the conductor tonight, he's obviously taken grief over the last few weeks, he sounds weary of apologising!😔😭",sadness/fear,
"@Jay_2752 thank you, I shall mourn her",sadness/fear,
I was in the dark room for 58 minutes and failed every time I tried developing a photo I'm so frustrated with myself :')😢,sadness/fear,
I mourn. ha..r / ambe was ruined. what was once an ongoing shitpost about Tony's crimes was hijacked by not so vaguely racist memers,sadness/fear,
@Aamnaa___ @drkarthik_n your per capita income is almost same like us. Gini Coefficient is very dismal. Ambitions are high but output Zero.😭,sadness/fear,
@gagasklaine it's old sadly,sadness/fear,
@fpuebla3 @Osbaldo_A lost a friend too☹️,sadness/fear,
Mixed emotions. #sadness #anxietymaybe #missingfriends #growingupsucks #lostfriends #wheresthetruefriends #complications,sadness/fear,
watching this uni reveal is so depressing i miss stingrays :(😭,sadness/fear,
@TheSGJournal Step 1: Get rid of @LittleStokePark Step 2: Prioritise football Step 3: profit? #depressing,sadness/fear,
as a very depressed and suicidal person seeing someone sing about their own depressing life yet having fun is very relatable and encouraging☹️,sadness/fear,
@lucy_hyner @Soulboy2266 sadly not !! One less hour drinking time Ã°Å¸ËœÂ¢Ã°Å¸ÂÂ»,sadness/fear,
Man Southampton will wipe the floor with west ham on Sunday. So disheartened☹️,sadness/fear,
@DeltaAssist Tried 2 get earlier flt 2day @BWI Turnd away bcuz it was 2 late Then agent let other pas on #silvereliteleftbehind #unhappy😭😔☹️,sadness/fear,
doese reading help depression or is it another form of escapism😔,sadness/fear,
Hate knowing I have to get up at half 5 for gym in the morning it's so depressing,sadness/fear,
"@Gervaisoholic But this is no easy ride for a child cries: \n'Oh, find me...find me, nothing more, \nWe are on a sullen misty moor...'😭",sadness/fear,
sav tells our mom 'I love you' and she responds 'Oh.' #sad,sadness/fear,
"Don King...his actions really sadden me today...the word 'may not' have the same power to all as it once did, I still cringe when i hear it😭😔😭",sadness/fear,
"even if it looks like we are okay, the reality of that is were actually very worn out and forlorn😭",sadness/fear,
All I want to do is watch some netflix but I am stuck here in class. #depressing,sadness/fear,
@JUSTICESLUT420 sadly this sort of poster died by the 90s afaik😭,sadness/fear,
Sometimes the support network is causing the damage. \n\n #support #Damaged #alone #tired #hurt #nojustice #surivivor #NoMore😭,sadness/fear,
"I'm slugging vitamin D pills by the handful, like they were m&amp;ms. When will this eternal winter end?! #Melbourne #grim #overit😭",sadness/fear,
@MariamVeiszadeh #depressing it's so freaking close !,sadness/fear,
"If you find me lost, will you stay as a passerby or will you get lost with me? #musings #melancholy😭",sadness/fear,
I'm getting use to not having a phone it's sad ..😔😢,sadness/fear,
Very depressing seeing my whole fam packing to go on holiday tomorrow and I'm just staying here Ã°Å¸â„¢Æ’😔,sadness/fear,
"I'd rather laugh with the rarest genius, in beautiful alliance with his own being, where he kept his sadness. #melancholy",sadness/fear,
Dreams dashed and divided like million stars in the night sky.😔,sadness/fear,
@knology has providing customers w/equipment that doesn't deliver speeds of internet services that they have been charging. #unhappy #scam😔,sadness/fear,
@downseung I'm sorry about your loss... no one should ever give you shit for taking your time to mourn. No matter how long it takes.,sadness/fear,
I have sleep cooties.\nI close my eyes and dream that I'm awake #weary #sleepissues #narcolepsy😔😭,sadness/fear,
Why can't you just be mine. #forlorn,sadness/fear,
@ryyyshh story of my life. #lost😔😭,sadness/fear,
@againstallaudss @groovydadad @Thelostchild5 @MHChat indeed &amp; is sadness unavoidable? #MHChat,sadness/fear,
The underground at Waterloo is not a nice place to be at 8.30am on a Thursday #somanypeople #grim😔😢,sadness/fear,
@WilsonsWorld I was in high school and remember helping neighbors clean up back home in Greenville. Pretty sobering stuff. #sadness😔,sadness/fear,
When will the weeks full of Mondays end??,sadness/fear,
@HutchinsonDave I don't know whether to despair or agitate for a cull.😔,sadness/fear,
@Samkingftw ew omg that is so grim,sadness/fear,
MY CAR IS DENTED FROM THE HAIL sad😭,sadness/fear,
"I forgot my hair straightner home, I'm feeling lost without it... #lost #lostWithoutMyHairStraightener",sadness/fear,
"My nephews n cousins are nowhere near bad guys, but they could be killed @ any moment by a cop that thought they were bc of their color😭",sadness/fear,
Can I just sulk in peace Ã°Å¸Ëœâ€š,sadness/fear,
wow almost all the T-Mobile stores in San Diego are out of Note7 replacements #sadness I need to get mine replaced😭,sadness/fear,
"Once you've accepted your flaws, no one can use them against you - @GRRMspeaking #quote #mentalhealth #psychology #depression #anxiety",sadness/fear,
"ItÃ¢â‚¬â„¢s possible changing meds is best not done while under stress. Difficult to tell what part of despair is circumstantial, what is drugs.😢😭",sadness/fear,
amateur author Twitter might be the most depressing thing I've ever seen,sadness/fear,
@CNN yes. Too many cops. And too many ppl who should have lost their lives r still alive.😔,sadness/fear,
With loyal heart is concerned. #somber,sadness/fear,
Up on melancholy hill,sadness/fear,
A .500 season is all I'm looking for at this point. #depressing #royals😭,sadness/fear,
When will the weeks full of Mondays end?? #disheartened,sadness/fear,
Shantosh: How crazy would it be to walk past and talk to a person everyday never realizing he is suffering from depression or such? Ã¢â‚¬Â¦😢,sadness/fear,
Is this the Krusty Krab?\n\nNo this is crippling depression,sadness/fear,
"Texans and Astros both shut out tonight. Houston, we're back to normal. #texans #Astros #sadness #losers😢😰",sadness/fear,
And I won't even get started with Hillary and her fancy fundraisers! #depressing,sadness/fear,
From My head to think it was better but obviously it's not #relapse #sadness #sickness #madness #misunderstanding😭,sadness/fear,
@thatsabingo grim really,sadness/fear,
@flybe Doesn't explain the ability to land at Manchester but not Bradford - other than more convenient for Flybe. Many unhappy travelers🙁,sadness/fear,
It's sad when your man leaves work a little bit late and your worst fear is 'Oh no!! Did he get stopped by the police?!?! ' #sad #ourworld,sadness/fear,
Smokeys dad is sad :/😢,sadness/fear,
@Mets @JdeGrom19 I'm depress now,sadness/fear,
@tysonwaters and @WatersWife 'Being over it.' Why USA has #panicattacks #anxiety #depression and so much medication!😔,sadness/fear,
Interesting topic this evening... sadness &amp; low mood. #MHChat😭,sadness/fear,
Awake at 5.30am with a seriously bad throat Ã°Å¸ËœÂ Ã°Å¸ËœÂ Ã°Å¸ËœÂ Ã°Å¸ËœÂ Ã°Å¸ËœÂ·Ã°Å¸Â¤â€ glands feel huuuuuuuge and I'm in uni soon! #grim😢,sadness/fear,
"This room is rather dreary, but we endure what we must.",sadness/fear,
@TootingCommon stop!!! Don't make me laugh when I'm being sad.😭,sadness/fear,
When you lose somebody close to your heart you lose yourself as well Ã°Å¸â€â€,sadness/fear,
@GCC_DiscGolf lost my xt nova around hole 8 or 9 #sadness😭,sadness/fear,
Synth backing tracks = sadness\n#depresspop #dark #+++ #alt #fuckingmeup,sadness/fear,
@childctweets sad people are that sick and boring Ã°Å¸ËœÂ¬Ã°Å¸ËœÂ¬Ã°Å¸ËœÂ¬😔,sadness/fear,
I think learning classical or ancient Japanese might help me get myself permanently out of depression. I sometimes suffer from sudden,sadness/fear,
where broken hearted lovers do cry away their gloom😢,sadness/fear,
"@GoPro your UX online is appalling! No clear save button, not being able to use any generic TLD's #unhappy😭",sadness/fear,
I got diagnosed with severe-extreme depression and I didn't know there was a difference between those two lol,sadness/fear,
"#Facebook is #depressing without even being there. Two apps want it for logging in, I have missed at least two interesting #events and they",sadness/fear,
Condolences to the JC and the Georges family..😭,sadness/fear,
@Uber_RSA when you click over and over again for a cupcake but there are no vehicles available... #sadness,sadness/fear,
"@p0stcap I've still been trying to sort through it all, but I suppose I also shouldn't have had such high expectations. #sadness",sadness/fear,
Should of stayed in Dubai Ã°Å¸ËœÅ¾😭,sadness/fear,
Literally being here makes me depress tbh,sadness/fear,
It feel like we lost a family memberÃ°Å¸â„¢â€žÃ°Å¸Ëœâ€š,sadness/fear,
"@KeithOlbermann depressing how despicable Trump, with no policies, campaigning on bigotry &amp; rancour can be so close, evil immoral disaster",sadness/fear,
"@antoboyle I so wish you could someday come to Spain with the play, I can't believe I'm not going to see it #sad😔",sadness/fear,
Honestly today I just felt like maybe track isn't for me #sad,sadness/fear,
#haikuchallenge #haiku\n\nThe crisp autumn air\nMy freedom purchased through death\nNo one will mourn me😭😔,sadness/fear,
"Too many are on their 'yeah, the thing going on with cops shooting innocent people is sad - but just not in my backyard, so..' #blm",sadness/fear,
Nasty nasty chilly rain has put a damper on my afternoon cigar. This is NOT a good thing. @cspanwj And FOUR #CongressCritters tomorrow?,sadness/fear,
Another grim &amp; compelling news report by @Nawalf on the blockade of aid to the starving in #Yemen #BBC #dosomethingpoliticans😭😢,sadness/fear,
@wabermes The @RavalliRepublic had a good one but then the reporter quit. #sad,sadness/fear,
Luckily I was helped by some good people. And they also managed to free me of my depression. Unfortunately it only lasted a little while.,sadness/fear,
Do you know how much it hurts to see you best friend sad?,sadness/fear,
"Too many are on their 'yeah, the thing going on with cops shooting innocent people is sad - but just not in my backyard, so..' #sad #blm😔",sadness/fear,
"@pottermore : I can't find my patronus, the website doesn't work, I can't even see the questions.... #sadness...",sadness/fear,
Need advice on how to get out of this rut!!!! #needmotivation😔😢,sadness/fear,
Baaarissshhhhh + sad song = prefect night Ã¢â‚¬â€ feeling alone,sadness/fear,
"Although this is my best semester so far, this is also my most depressing because I'm constantly reminded that I'm not meant for greatness😭😢",sadness/fear,
@hamzakhawaja99 just die depression.,sadness/fear,
Ill say it again. If I was a Black man Id be afraid to leave my house or have a moving violation.\n\n#TerranceCrutcher #truth #sad😢,sadness/fear,
@metalAndTheGeek @astoldbyfANGIRL SAME! I always say it was the best time of my life. I closed my store down and it was so depressing,sadness/fear,
The snaps/Insta pics I see of the friends I made while in Cali are so unbelievably depressing cause there's no place I'd rather be but there😔😭,sadness/fear,
Our soldiers in war zones are held to a higher level of rules of engagement than our police officers. #sad,sadness/fear,
Wow the #Denver housing market is #depressing no places to buy in my range Ã°Å¸ËœÂ¢ #FML😔,sadness/fear,
"Wanna pop some pills, sedate myself, and wake up tomorrow.",sadness/fear,
Back in Cardiff after an amazing 10 days away Ã°Å¸ËœÂ­ #depressing😔,sadness/fear,
TVGirl is like I'm really pretty and melancholic about life and this is why I hate myself😢😭,sadness/fear,
"Fucking gutted, disheartened &amp; so pissed off.Gone from 1 off the toughest most resolute defences to the worst &amp; most shambolic #SCFC #STOHUL😭",sadness/fear,
Bojack Horseman: the saddest show ever written?? #depression #season1,sadness/fear,
Tell me how I'm supposed to feel. #broken #hateful #guilty #love #sadness😢,sadness/fear,
so lost i'm faded😢,sadness/fear,
@faye_catherine happy anger sad melancholy confusion #woodspurge😢,sadness/fear,
Been a while since I been sober. This life can be so hard,sadness/fear,
. @KotakBankLtd @udaykotak official got in touch. Issue not addressed. #unhappy #patheticservices😭,sadness/fear,
@megalvz literally was gloomy for an hour,sadness/fear,
"#PeopleLikeMeBecause they see the happy exterior, not the hopelessness I sometimes feel inside. #anxiety #anxietyprobz😢",sadness/fear,
@British_Airways just came of BA6426 at @ortambo_int at least 6 passengers with broken bags. This was a new suitcase. #unhappy customer,sadness/fear,
I feel like singing the song human sadness by Julian Cassablancas and The Voidz or some other sad music. #depression #sad #sadness,sadness/fear,
@TheZantarin Then maybe we should keep our White mouths shut and let the people being targeted speak and mourn.,sadness/fear,
@MHChat Childood experiences can leave you with permanent deep sadness as adult it can underlie everything #MHChat😢😭,sadness/fear,
This nigga doesn't even look for his real family Ã°Å¸â„¢â€žÃ°Å¸Ëœâ€š #sad,sadness/fear,
Don't wanna go to work but I want the money #sad,sadness/fear,
I have not nap for 3 days in a row I'm very unhappy rn,sadness/fear,
Need advice on how to get out of this rut!!!! #depressing #needmotivation😢😭,sadness/fear,
i is sad,sadness/fear,
This has been the most depressing week full of rain ever lol😢,sadness/fear,
Sometimes The Worst Place You Can Be Is In Your Own Head.'\n\n #quotes #worstenemy #thinktoomuch,sadness/fear,
@kerophibian depressing😔,sadness/fear,
Honestly I've come to a place where I keep getting discouraged but just gotta tell myself to keep pushing through it.,sadness/fear,
Trial result #sadness,sadness/fear,
Patti seems so sad. She stamped and ran behind the sofa. We will have to give her plenty of love and affection...more than usual. #sad😔,sadness/fear,
im so gloomy today,sadness/fear,
"I know I've painted quite a grim picture of your chances. But if you simply stand here, we will both surely die.",sadness/fear,
I am often disturbed by what some people find appropriate or acceptable. It's not funny nor cute that adults find this stuff humorous. #sad😔,sadness/fear,
"@MendipHillsAONB do we think the swallows and swifts have gone? Photo'd 3 nights ago, not seen since. #sad #Autumn",sadness/fear,
will brawndo cure my depression? @MikeJudge #Idiocracytoday,sadness/fear,
I'm allowed to sulk😭,sadness/fear,
now im all alone and my joy's turned to moping,sadness/fear,
I know it's the final day of summer when it's the finale of @CBSBigBrother #sadness😔,sadness/fear,
@ily_geuly call me now I'm laying in my bed moping like I intend to do for the next 2 months.,sadness/fear,
So grim being up at 6😔,sadness/fear,
@KingJames @chrisbosh\n To good hearts I lost my job I'm Responsible 2 families My Information in profile even dollar if canÃ¢â‚¬â„¢t just Re-tweet,sadness/fear,
I can't even celebrate my wins or mourn my L's cause first test week is that busy Ã°Å¸Ëœâ€¢😔,sadness/fear,
I was not made for this world. #empath #unhappy,sadness/fear,
Heart heavy for lost furry family members. Remembering Max and Ozzie. Forever friends as Ã°Å¸ÂÂ¶Ã°Å¸Ëœâ€¡😔,sadness/fear,
@jeremycorbyn @magstogether my god is @jeremycorbyn a full shilling? Seriously you need a major rethink or no lab gove in your lifetime #sad,sadness/fear,
The weather changed from sunny and bright to gloomy just in time to match my afternoon mood. Ã°Å¸Ëœâ€🙁,sadness/fear,
Currently unfollowing anything relating to disneyworld or Florida! #holidayblues #depressing #wantogoback Ã°Å¸ËœÂ­Ã°Å¸â€â€😭,sadness/fear,
"So Mary Berry, Mel and Sue have gone with their principles, and @PaulHollywood has gone with the fame and fortune. #GBBO #depressing",sadness/fear,
@rclemmons much #sadness and #heartbreak😭,sadness/fear,
If anybody needs me I'll be drowning my blues in a sea of whiskey Ã°Å¸ÂÂ»,sadness/fear,
"Haven't been here a while, been watching lots of TV. Conclusion #whataloadoftat...if I wasn't depressed before afternoon TV is #grim😭",sadness/fear,
Just wish I was appreciated for all I do! When is it my turn to be taken care of!! I want a break!! #tired #lost,sadness/fear,
Ã°Å¸Ëœâ€˜Ã°Å¸Ëœâ€˜Ã°Å¸Ëœâ€˜&lt;---- that moment you finish a Netflix series and have nothing else to watch. #depression,sadness/fear,
This world has some serious issues we should all go to therapy🙁,sadness/fear,
in health we did a think about depression and now i feel like i have it,sadness/fear,
Headed to MDW w/ layover in SLC. Got off for food. Wrong move. Bailed on my food &amp; barely made it. @SouthwestAir #WannaGetAway #Contest #sad,sadness/fear,
"Well, I had hopes for today. No go. #unhappy😭",sadness/fear,
@6itmap I can't help but feel melancholic!,sadness/fear,
@CTV_PowerPlay @lraitt Horrid disease! My maternal grandmother and each of her sisters suffered from this affliction. It's hard on all.,sadness/fear,
so probably hunger and depression and dissociating equals a weird time anything else🙁,sadness/fear,
It's just begun ladies and gents. The war on racism has begun. #sadness #Segregation continues.... smh Ã°Å¸Ëœâ€,sadness/fear,
@Gaychel22 @Kellee_II @seattlepi even hard facts don't seem to be sinking in... I despair Ã°Å¸ËœÂ ,sadness/fear,
"oh, btw - after a 6 month depression-free time I got a relapse now... superb😭",sadness/fear,
So depressing that it's darker so much earlier now,sadness/fear,
@crimsonwulfe it's super sad!! Especially when you are talking to a real person and not a bot! Makes it feel real :(,sadness/fear,
"hmm somehow twitter feels really depressing, more like negative today...I think I missed something Ã°Å¸Ëœâ€¢😭",sadness/fear,
"A MOMENT:\nIf you kill it in the spirit, it will die in the natural!!!'-@PRINCESSTAYE #murder #suicide #depression #racism #pride",sadness/fear,
I don't think I can go to work tomorrow since val has left #GBBO I need a day to mourn🙁,sadness/fear,
Good morning lovely people. Not gonna lie I've woken up feeling pretty glum.,sadness/fear,
Is it just me or is this a very weird time for the world? #change #enlightenment #gloomy #weird #sigh #imaginepeace #imaginelove #unite,sadness/fear,
@AniahROSE I know smh. My heart sunk into my stomach.😭,sadness/fear,
Groom gloom.,sadness/fear,
No one wants to win the wild card because you have to play the Cubs on the road. #sadness🙁,sadness/fear,
Today you visited me in my dreams and even though you aren't physically gone I still mourn you,sadness/fear,
"If you love something, let it go. If it comes back, it is yours. If it doesn't, it never will. #sadness #accepting😭🙁",sadness/fear,
"so fucking sad when the person you love doesn't try fighting for your happiness, when you'd do anything for them.",sadness/fear,
My soul is weary of fighting the battles in this world. #BlackInAmerica #WeAreNotSafe,sadness/fear,
"My prayers are with the family, friends &amp; members of @VCFD as you mourn the loss of Engineer Ryan Osler. #LODD #RIP",sadness/fear,
Just wish I was appreciated for all I do! When is it my turn to be taken care of!! I want a break!! #tired😭🙁,sadness/fear,
It's interesting the photo of Mono Lisa is crying as well as the whole scene is very depressing #ELE6200,sadness/fear,
Am I the only person who dislikes fall? #FirstDayofFall #leaves #thingsdie #depressing #cold #noflipflops Ã°Å¸â€˜Å½Ã°Å¸ÂÂ¾Ã°Å¸â€˜Å½Ã°Å¸ÂÂ½Ã°Å¸â€˜Å½Ã°Å¸ÂÂ»Ã°Å¸Ââ€šÃ°Å¸ÂÂ🙁,sadness/fear,
@jccrocker #CharlotteProtest do u #wait 4 the facts #video or do u #hate now ask questions later #sad #protest #PoliceShootings #suggestions,sadness/fear,
Condolences to the JC and the Georges family.. #sad,sadness/fear,
Urgent need to get a new job. The constant gloom of my current one is getting a bit ridiculous now.🙁,sadness/fear,
The news is disheartening. Everything that is going on is a result of a lack of understanding and misinformation by the media. #sadness,sadness/fear,
We have left #Maine. #sadness🙁,sadness/fear,
@lebara - worst possible decision I could have made when arriving in the UK. Shocking service. Poor coverage. #unhappy😭,sadness/fear,
Never ever been this unhappy before in my life lmao,sadness/fear,
@FoxNews Very thought provoking &amp; leads one to question what really happened.Very sad for all.,sadness/fear,
"@pureleine though lately with how bad my depression has been i feel like my body is like just, taking what little it can get🙁",sadness/fear,
Wearing all black tomorrow as I continue to mourn the lives of the most recent victims of police brutality. #blackout #WU,sadness/fear,
nooooo. Poor Blue Bell! not again. #sad😭,sadness/fear,
and again dirty and self loathing attitude mope talking,sadness/fear,
Too many gloomy days🙁,sadness/fear,
2 applications for my dbs and still waiting. Been over a year now. Going to loose my job Ã°Å¸â€˜ÂÃ°Å¸ÂÂ¿ @GOVUK #thanks #unhappy #crb😭,sadness/fear,
@Hayles_101 The three R's depress me.,sadness/fear,
@reikimuse @MHChat I am beyond the sadness point. Have done it inside out. I live with CPTSD and BPD I can't always do the pity party😔,sadness/fear,
"All I'm learning about at college atm is Sylvia Plath, Stalin's purges and natural disasters, gloomy af",sadness/fear,
The weather sure matches the mood in this state today.. #gloomy😭🙁,sadness/fear,
@NicKeaney Hope they refuse :( x #depressing,sadness/fear,
i cant live anymore my roblox got termianted :(((((((((((((((((((((((( #sad #killme #lol #robloxgamer😭😔,sadness/fear,
"There will be no #gaming video today. An old friend of mine passed last night, so I'm taking some time to grieve. Thank you #StandUpToCancer",sadness/fear,
I don't get that my parents literally don't see how unhappy I been lately😔😭,sadness/fear,
I miss when social media was a place to get laughs off and jump in DMs lol..... shit is depressing now Ã°Å¸ËœÅ¾,sadness/fear,
@CrystiCaro yeah agree - I think it was a family member and they covered up #sad😭😔,sadness/fear,
Feeling #gloomy,sadness/fear,
"If Troyler will die, I'm gonna die with them\n#troyler #sadness #fuckin'lifeisnotafairytale😭😔",sadness/fear,
@marisa_enbot Being with you makes me somewhat gloomy.,sadness/fear,
Rooney = whipping boy. #mufc #sad😭🙁,sadness/fear,
@Christy_RTR @doge_e_fresh I'm despondent🙁😭,sadness/fear,
When health insurance won't cover TMS but they let me know they cover ECT #mentalhealth #psychology #depression #TMS #ECT😔🙁,sadness/fear,
"someone explain female human beings to me, they're depressing me ._.😭🙁",sadness/fear,
"Migraine hangover all day. Stood up to do dishes and now I'm exhausted again. GAD, depression &amp; chronic pain #anxiety #pain",sadness/fear,
My life went from happy to unhappy..🙁😭,sadness/fear,
"Lament a \nsaddened heart,\nso far &amp; \nyet so near,\nthe years so\ntough &amp; scarred,\nthis lonesome\nroad,\nstill feared! #depression \n\n#poetry #poem",sadness/fear,
Ffs clan... seriously never been so disheartened😭,sadness/fear,
Trying to make a #better_world is #depressing when it's a #failure -__-,sadness/fear,
"Oh, I should just 'get over' my #depression and 'be happy?' Don't you think I've tried that thousands of times already? You're not helping.😔😭",sadness/fear,
Thought I had a pretty solid GPA as a kin major and now that I look at the average for dpt programs I feel even more discouraged Ã°Å¸ËœÂª,sadness/fear,
Im really constipated. This is depressing😭,sadness/fear,
it's sad when you talk to someone about ya past n how it fucked you up and then they do the same thing like people really don't have hearts,sadness/fear,
depress Ã°Å¸ËœÂ­😔😭,sadness/fear,
Well my evaluation came back and i am minimally effective. Student test scores on the PARCC sunk my eval. it's time for me to quit teaching😔,sadness/fear,
"My nephews n cousins are nowhere near bad guys, but they could be killed @ any moment by a cop that thought they were bc of their color #sad",sadness/fear,
Summer officially ends today. #sadness😭,sadness/fear,
After spending Ã‚Â£450 @Debenhams I was offered a Ã‚Â£5 voucher. I asked if I could spend it at weekend? Was told 'no valid today only' #unhappy,sadness/fear,
Idk why people be glorifying depression. I wouldn't wish real depression upon my worst enemy. Shits the worst stop acting like it's cool😔😭,sadness/fear,
Incredibly shocked and disappointed with @united customer service. Really making me rethink flying with them in the future. #unhappy,sadness/fear,
feel really sad and down todayÃ°Å¸Ëœâ€🙁,sadness/fear,
Ibiza blues hitting me hard already wow,sadness/fear,
Seeing an old coworker and his wife mourn the loss of their 23 year old daughter was one of the saddest things I've ever seen Ã°Å¸ËœÂ¢😔,sadness/fear,
come to the funeral tomorrow at 12 to mourn the death of my gpa,sadness/fear,
@FlakeJay ring ring! #depression is here🙁,sadness/fear,
It's now September and we're still battling a situation that was said to be handled March of this year. @ATT this is unacceptable #unhappy,sadness/fear,
I came to work for no reason Ã°Å¸ËœÂ Ã°Å¸â€Â«\nI could've stayed in bed😔,sadness/fear,
sorry Main twitter im in depress,sadness/fear,
People stealing things from my work out quite the damper on my day so now I am going to wear pajamas all day😔,sadness/fear,
its so unfortunate that after all these years im still struggling with depression smh,sadness/fear,
Feels like I lost my best friend #lost #fml #missingyou😔,sadness/fear,
Common app just randomly logged me out as I was writing the last part of my college essay and lost all of it Ã°Å¸ËœÂ­Ã°Å¸ËœÂ­Ã°Å¸ËœÂ­,sadness/fear,
@diamonde my heart just sunk.😔,sadness/fear,
I wouldn't wish anxiety and depression even on the worst of people. It's not fun. #anxiety #depression,sadness/fear,
But right now I'm feeling pretty desolate.😔,sadness/fear,
| At home sick... Ã°Å¸Å½Â¼The bluesÃ°Å¸Å½Â¼ won't cure it so I need ideas Ã°Å¸Å½Â¸Ã°Å¸ËœÂ­ | #sorethroat #sick #blues #music #fallweather #carletonuniversity #ottawa,sadness/fear,
I feel like an appendix. I don't have a purpose. #depressed #alone #lonely #broken #cry #hurt #crying #life🙁,sadness/fear,
"@xBFDR yeah I'm sure it will, it's just so depressing having to talk to my parents over the phone instead of talking to them downstairs",sadness/fear,
"@TNFryed Jesus, you just made think that of all the Vols v fl games I've seen. I've never seen a win. #depression😔",sadness/fear,
I hate when it's gloomy outside because it always gets me in a depressing mood,sadness/fear,
"life is hard., its harder if ur stupid #life #love #sadness #sadderness #moreofsad #howdoestears #whatislife🙁",sadness/fear,
"Most days, I don't know what my heart beats for. #depression",sadness/fear,
What a sad evening - clearing out all of Harvey's cage and belongings. Now so final. Goodbye my little man.... #depressing😔,sadness/fear,
The most depressing part of being ill is that your taste goes Ã°Å¸ËœÂ«,sadness/fear,
"but losing these games are the worst, you end up feeling a mixture of anger and sadness and shame and anxiety and it lasts for days",sadness/fear,
When you have 15 doe run the opposite side of you Ã°Å¸â„¢Â #depression😢,sadness/fear,
Sometimes the support network is causing the damage. \n\n#support #Damaged #alone #tired #lost #hurt #nojustice #depression #surivivor #NoMore,sadness/fear,
I am worried that she felt safe. #unhappy😔,sadness/fear,
Sigh. I got a B- .. #depressing😭,sadness/fear,
"@TMobileHelp my service is down in Cleveland, OH. What's going on? #unhappy😔",sadness/fear,
God I give you all my pain mess and stress. Take my heavy load. #amen #stress #mess #pain #depression #sadness,sadness/fear,
I wish I could live in y'all reality where i can grieve over people i never met. To bad i got BROTHERS dying left and right .🙁,sadness/fear,
The last few weeks have been dreadful. opening up of old #wounds. the #gossip of others/evil that spill from thier lips #melancholy #sadnnes,sadness/fear,
I feel like no one is out there on #Twitter for me.... can anyone see what I write #sadness #rants😔,sadness/fear,
Sometimes The Worst Place You Can Be Is In Your Own Head.'\n\n#quotes #worstenemy #depression #thinktoomuch,sadness/fear,
@MariamVeiszadeh it's getting so close in your poll so many ignorant ppl. #depressing #painful something needs to change #BeTheChange ? How?😔,sadness/fear,
The moment of the day when you have to start to plaster a smile in your face. #depression,sadness/fear,
Im so unhappy😔,sadness/fear,
"life is hard., its harder if ur stupid #life #love #sadderness #moreofsad #howdoestears #whatislife",sadness/fear,
im having the worst week ever and i cant even go home yet to just sulk in my bed🙁,sadness/fear,
My encouragement today is my dog while my head is in a fog. #epicfail #depression #feelingfedup #tired #ihaveheardeverything #wondering,sadness/fear,
the sad moment when u hand in an exam knowing u failed and grieve by eating and sleeping,sadness/fear,
This the most depressing shit ever☹️,sadness/fear,
"When mine pass, I know I'll be inconsolable &amp; devastated. For a while.",sadness/fear,
It's been a week of awful connectivity with @TMobile no service or only 4G is not what Im paying for. #unhappy #poorservice🙁,sadness/fear,
"Really planned on making videos this week. Then. A tv died, phone broke, truck died, #depression took over. I'm wondering what I did 2 karma",sadness/fear,
@Fra93_bruno wow I'm just really sadden by that. Terrible😔,sadness/fear,
This shit hurting my heart Ã°Å¸ËœÂª that's how serious it is .,sadness/fear,
"Only God knows why things happen, sometimes it's just hard to understand. #sad #prayingforyou",sadness/fear,
Depression sucks!😢,sadness/fear,
I might even be on the verge of depression.,sadness/fear,
*Sigh* #saddness #afterellen #shitsucks😔,sadness/fear,
@Ashleyavitia_ don't leave me #sad🙁,sadness/fear,
My heads still in Ibiza but my body is sat at me desk at work #depressing,sadness/fear,
It's a gloomy ass day😔,sadness/fear,
Overwhelming sadness. This too shall pass. #lost #lonley #startingover,sadness/fear,
I honestly feel nothing towards either of my parents and it's pretty depressing🙁,sadness/fear,
