,Tweet,Affect Dimension,Unnamed: 2
11245,And there is despair underneath each and every action \nEach and every attempt to pierce the armour of numbness ' -Mgla,sadness/fear,
11246,she's always so insensitive whenever i grieve idgi pensive face ,sadness/fear,
11247,@DoubleEph sadly his best days are behind him,sadness/fear,
11248,"why yall hyped abt that girl getting to hang out w JB, he clearly looks so unhappy and bored in the pics no offense LOL, plus he hates yall pensive face ",sadness/fear,
11249,@RIPPoohSavage u know ion play that shit bout my weary brother,sadness/fear,
11250,@RobertWesley3 I'm #mad that my brother is #sad ! Feel better bub! pensive face ,sadness/fear,
11251,How a dad would feel knowing his daughter is getting dashed around for whines in the raveÃ°Å¸ËœÂ­,sadness/fear,
11252,Some of these people at this protest are just there for the adrenaline rush. #depressing crying face ,sadness/fear,
11253,"Please bear with me, I'm not Twitter savvyÃ°Å¸ËœÂ in real life I'm a Facebook person. Help me gain followers Ã°Å¸Â¤â€œ#blog #selfhelp #depression",sadness/fear,
11254,@RonBaker6694 I got a super speeder and lost my license for 6 months! Ã°Å¸ËœÂ Ã°Å¸â€Â« pensive face ,sadness/fear,
11255,"@groovydadad @MHChat Ã°Å¸â„¢â€šty I often conflate the two depression + sadness, but they are very different. This q reminded me of that #mhchat",sadness/fear,
11256,@TelegraphNews why is this evil corrupt fuck still knocking about? The wrong people die I'm telling you. Do you job grim reaper!,sadness/fear,
11257,@Ashleyavitia_ don't leave me pensive face ,sadness/fear,
11258,"stg I been in pine bluff all morning and to piss me off even more, my damn shoes came in as a size 4!!!!!! I KNOW I SAID 6Ã°Å¸â„¢â€žÃ°Å¸â„¢â€žÃ°Å¸â„¢â€žÃ°Å¸â„¢â€ž FML pensive face ",sadness/fear,
11259,We lost,sadness/fear,
11260,"From what I know of the man, I have to assume that @realDonaldTrump has had a heated argument with his own penis. #sad pensive face ",sadness/fear,
11261,@FantasyGuruSite I knew you were going to do that. I would definitely buy if I didn't live in Texas where you can't play DFS. ... so depress,sadness/fear,
11262,@stevesingiser @POLITICO_Steve Put a damper on my mood. crying face ,sadness/fear,
11263,Just because I'm hurting \nDoesn't mean I'm hurt \nDoesn't mean I didn't get \nWhat I deserved \nNo better and no worse #lost @coldplay,sadness/fear,
11264,A pretty dejected FanCam on the way. #SCFC #TBPTV pensive face ,sadness/fear,
11265,Honestly today I just felt like maybe track isn't for me,sadness/fear,
11266,@AerLingus #business class #Los Angeles to Dublin #destroyed luggage #60 day customer response time #unhappy customer pensive face ,sadness/fear,
11267,"Had to give up on The Blue Guitar, couldn't stand main character. Sort of skim-read to the end which got grim and unsettling . . . 1/2",sadness/fear,
11268,@BokuNoGio AND his momma was worse than Tony sopranos momma #wow #sad #history #major pensive face  crying face ,sadness/fear,
11269,"A MOMENT:\nIf you kill it in the spirit, it will die in the natural!!!'-@PRINCESSTAYE #murder #suicide #racism #pride",sadness/fear,
11270,"MC: what are you listen to these days?\nBogum: these days I feel gloomy, I listen to ccm (spiritual song) often.\n\nChurch oppa mode. :) pensive face ",sadness/fear,
11271,"@big_SL8 Show some respect, that's all... If u havent go to war u cant say anything.. U havent lost friends and mates on war, so Ahut it!!",sadness/fear,
11272,Our soldiers in war zones are held to a higher level of rules of engagement than our police officers. crying face ,sadness/fear,
11273,"When it comes to Syria, I get very fucking annoyed at pessimism, like I get full on triggered. Optimism or gtfo.",sadness/fear,
11274,@MCHorseFayse @bockaguyjim @generalgoodsman @nevernotdavid so you were owned by losers on Twitter #sad pensive face ,sadness/fear,
11275,@chocorobos I have this one so I'm not so sad.. but wtf loudly crying face ,sadness/fear,
11276,First a coat. Now a pair of sunglasses. Next it'll be a limb. #lost,sadness/fear,
11277,My friends tell me I'm pretty. Trigger tells my I'm ugly. I first was confused but then realised I'm both. Pretty ugly. #tru #tumblr,sadness/fear,
11278,my bls depress the blake loudly crying face ,sadness/fear,
11279,can it stay gloomy but get cold pls pensive face ,sadness/fear,
11280,"Way too cool to die young, way too young to die sober.. #tunechi",sadness/fear,
11281,@NewYorker @donlemon Trump presidency-a dark age for the USA and the world. He would most definitely take us to war. Short &amp; Long term pain loudly crying face ,sadness/fear,
11282,"Im kind of confused. The one thing i do right now has a great future, but on the other hand so does the new thing . #lost #needhelp",sadness/fear,
11283,@MCFCDenver doing the exact same minus the beer sadly pensive face ,sadness/fear,
11284,@tgshepherdvan I'm not there yet. Hasn't sunk in yet. Rest up. pensive face ,sadness/fear,
11285,@TalesofanAlfa @David_Milloy \nI like your thinking...but sadly no - that's the shed Ã°Å¸ËœÂ¢,sadness/fear,
11286,How do you help someone with #depression who doesn't believe they have it and doesn't trust therapists? crying face ,sadness/fear,
11287,@SalterUK second pair of scales I have bought that have stopped working after battery change. Is this an issue you are aware of? #unhappy,sadness/fear,
11288,I have no clue where my charger is... #lost anxious face with sweat  crying face ,sadness/fear,
11289,Lost: Geelong football team. \nLast seen entering through the banner not sure where they've been since... #unhappy #playwithsomeheart,sadness/fear,
11290,Gonna be a loooooong year as a Browns fan. Longer than normal and that's #sad,sadness/fear,
11291,Awareness of time is awareness of time lost. #awareness #time #lost anxious face with sweat ,sadness/fear,
11292,How long will they mourn me?,sadness/fear,
11293,Theyve substituted the hood for a badge and gun.' Public opinion is indictment of Charlotte police. #dark #sadtimes #america #race frowning face ️,sadness/fear,
11294,nooooo. Poor Blue Bell! not again. frowning face ️,sadness/fear,
11295,@naynay_whores im pretty sure cause ever since saturday ive just been super sad lol,sadness/fear,
11296,Ive felt surprisingly gloomy about my bad scouts today :'D but i recognize that it's all just RNG and yeah I didnt spend that many gems,sadness/fear,
11297,I am often disturbed by what some people find appropriate or acceptable. It's not funny nor cute that adults find this stuff humorous. pensive face ,sadness/fear,
11298,@TicciKasie1 //this is sadly what my history teacher talked about why the fuck do I remember that?!,sadness/fear,
11299,eun: im really unhappy with this and i dont like her like that pls dont\n\nyall: okay but SHE loves HIM,sadness/fear,
11300,What a sad day...1st day of Fall...I don't dislike Fall...I just LOVE Summer #FirstDayofFall #goodbyesummer #sadness #bathingsuitsforever loudly crying face ,sadness/fear,
11301,if you're unhappy with someone just fucking tell them you're unhappy and leave. Don't go fuckin around with other people on the side,sadness/fear,
11302,@V_of_Europe @ckolacia MSM relentlessly saying DT can't win to: depress GOP turnout &amp; provide cover 4 stolen election! crying face ,sadness/fear,
11303,i miss the guy who always make me sulk pensive face ,sadness/fear,
11304,My cell won't hold a charge Ã°Å¸ËœÂ¢ #sadness So should I... loudly crying face ,sadness/fear,
11305,@JohnRMoffitt This is the most grim piece of laughter I was stricken with all day.,sadness/fear,
11306,"@ycfcnick the city is famous for the shambles, sadly the old street in the centre plays second fiddle to the stadium debacle nowadays!",sadness/fear,
11307,Cause fail or pass I refuse to be sober pensive face ,sadness/fear,
11308,"@redBus_in #unhappy with #redbus CC, when I talked with them before a week still they didn't initiate the refund of the transaction.",sadness/fear,
11309,The Sorrow is grim reminder of how bad I can be at video games and how I could get a bit too trigger happy at times. RIP #MGS3,sadness/fear,
11310,Love being made to feel bad about being scared of the dark,sadness/fear,
11311,Let us not burden our remembrances with a heaviness that's gone.\n- William Shakespeare (1564-1616)\n#forge ahead. pensive face ,sadness/fear,
11312,me: i've actually been doing pretty well! i'm learning to manage my depression and-\nlife: yeah that's over. that's cancelled.,sadness/fear,
11313,@eehbahmum WHY?! Did they want to make you plummet in to the depths of despair?? pensive face ,sadness/fear,
11314,"Having a nail half hanging off is absolutely fucking grim, even with my acrylic holding it on Ã°Å¸ËœÂ·Ã°Å¸ËœÂ·",sadness/fear,
11315,The voice is all about Miley and Alicia this year. No longer about the contestants. #sad @thevoice loudly crying face ,sadness/fear,
11316,@onefumi oh I see. I've seen so many people mourn the loss that I was surprised to see your tweet. I suppose same old here in SA loudly crying face  crying face ,sadness/fear,
11317,"conflicting reports on mama #RitaMarley health,mannn and i woke up today feeling like mi ole self(rejoice!!)now dis #sadness",sadness/fear,
11318,People are trying too hard to hate on Cam Newton without understanding his position #sad,sadness/fear,
11319,"we never taste happiness in perfection, our most fortunate successes are mixed with sadness. #success #sadness #perfection #fortunate #mixed",sadness/fear,
11320,Whenever I'm feeling sad I will listen to monsta x and hug my teddy bear and I always feel better loudly crying face  crying face ,sadness/fear,
11321,So unbelievably discouraged with music as of late. Incredibly behind on Completing my album. Not digging this at all. pensive face  crying face ,sadness/fear,
11322,"@stevierayrob Can Elliot Friedman please stop talking, you are clueless. You haven't seen the ball since the kickoff. #mope loudly crying face ",sadness/fear,
11323,"this country is going to go to crap no matter who wins this november, isnt it? The more i learn of both the more despondent i am of future pensive face ",sadness/fear,
11324,"@CCTakato at least in crystal every part of it is portrayed as being WRONG, the dark atmosphere, the fact that mamoru is brainwashed",sadness/fear,
11325,"@HoggyBear95 the bantz are absolutely top notch, inconsolable I was when I realised",sadness/fear,
11326,It's sad when your man leaves work a little bit late and your worst fear is 'Oh no!! Did he get stopped by the police?!?! ' #ourworld pensive face ,sadness/fear,
11327,"I know few will mourn the loss of Stitch's Great Escape, but...see, THIS is the kind of cost-cutting at parks I really don't care for.",sadness/fear,
11328,"You can tell the camp isn't happy purely through Bojan and Muni.\n\nBoth normally fab guys, yet completely dejected. Something isn't right..",sadness/fear,
11329,@everton_de_leon @sterushton Genuinely grim stuff. Over a century of history sold off by some porn baron twats for a minty new stadium. Urgh slightly frowning face ,sadness/fear,
11330,"Being at the airport is so depressing.. watching all the loved up couples and cute people coming off holiday,too cute..hurry up November Ã¢Å“Ë†Ã¯Â¸Â",sadness/fear,
11331,i cant stop. i finished - dejected. luckily no one is in the bathroom. so i go to a stall and wait until my pants are dry.,sadness/fear,
11332,@rupindxr my heart actually sunk looooool I was so confused loudly crying face ,sadness/fear,
11333,@MHChat #mhchat Childhood experiences inform adult relationships. We have associative memories Not a question of ability to process #sadness,sadness/fear,
11334,I wonder what would happen if I were a father. #weary,sadness/fear,
11335,@knology has providing customers w/equipment that doesn't deliver speeds of internet services that they have been charging. #scam loudly crying face ,sadness/fear,
11336,I'll just have to #eat my way to #sobriety. This'll be a hell of a journey back to #sober,sadness/fear,
11337,@chrislhayes It's hard for most folks to realize how deep the hatred is until you dive into the murky end of the pool. This guy is nuts.,sadness/fear,
11338,It's always over.. until I'm no longer sober... then it feels like I wana start over #UL loudly crying face ,sadness/fear,
11339,@FFBren @CDCarter13 included for maximum #sadness,sadness/fear,
11340,@kayleighmcenany @DonaldJTrumpJr Is that really all you can offer for those who sacrifice daily to keep you safe...? @kayleighmcenany #sad,sadness/fear,
11341,@MissFushiGaming I hashtag things and the kids always tell me to stop Ã°Å¸ËœÂ­Ã°Å¸ËœÂ­Ã°Å¸ËœÂ­Ã°Å¸ËœÂ­Ã°Å¸ËœÂ­ #sadness loudly crying face ,sadness/fear,
11342,@TaylaStJames it happens and Vegas isn't the only origin thats prevelant #sadly,sadness/fear,
11343,"Because of 'failure of delivery on time', a customer has to pay 16K rupees more! - Not good @tiagotatamotors @TataMotors #unhappy loudly crying face ",sadness/fear,
11344,"If Payet goes either in Jan or @ the seasons end, can't say I blame him. The boy must b so disheartened by what he's seeing at the mo.",sadness/fear,
11345,"@DevilsAdvcate @ManUtd absolutely boring.M a big Manchester United fan, nd its really disappointing to see them play in ths dull boring way",sadness/fear,
11346,when season 13 of greys anatomy premieres today. it you're only on season 7 #sadness :( loudly crying face ,sadness/fear,
11347,"@Theshadeshit91 \nOh, I'm sorry about it, do not be sad yourself there is nothing important in the world to grieve about it",sadness/fear,
11348,"There's many things I don't care about, and many things I do that I don't speak on because it's such a heaviness even when released...",sadness/fear,
11349,I don't want the pity of my instructors but I'd like some understanding. I'm truly trying despite ALL circumstances that make me discouraged pensive face ,sadness/fear,
11350,It's really sad when you can't order goods from china and the likes because of Internet fraudsters... What's this government really doing.,sadness/fear,
11351,@jack_haug_lifty @eable It's Ms btw. we were lied to by Remain. dry your remainer tears; Just accept you #lost crying face ,sadness/fear,
11352,@el_tityboi bc it's a gloomy day Tony,sadness/fear,
11353,i cant live anymore my roblox got termianted :(((((((((((((((((((((((( #killme #lol #robloxgamer pensive face ,sadness/fear,
11354,Muscled man with huge heart is messing with my brain and heart. #lost #confused pensive face ,sadness/fear,
11355,Thank you @Pret 4 giving me a free coffee for bringing my reusable cup to the airport because it was 1st time you saw one. But #depressing,sadness/fear,
11356,@MxJackMonroe I couldn't get on with it either. Bits started drooping that shouldn't droop. GP said mooncup alone to blame. slightly frowning face ,sadness/fear,
11357,When you have 15 doe run the opposite side of you Ã°Å¸â„¢Â,sadness/fear,
11358,"I believe the work I do is meaningful; my clients would agree but at the end of the day, I feel like a pawn, lost in this chaotic world.",sadness/fear,
11359,"I did the dishes yesterday, fell asleep, woke up to the sink full and I didn't even eat dinner but I have to do the dishes. loudly crying face ",sadness/fear,
11360,"@GRIPLIKEAVICE_ I wouldn't mind if it didn't you know, threaten my job when I disagree. Puts a damper on things.",sadness/fear,
11361,"@charles_gaba No, I am probably the person most likely to completely understand how gobsmacked you were to learn how true that is. #sadly",sadness/fear,
11362,"This night, room polluted with syringes, notebooks and shadows moving, this kind of night! Away melancholy, away! loudly crying face ",sadness/fear,
11363,Isn't the whole 'it's been hijacked' argument the same argument used to ban or discourage the display of the St George's Cross? Shame @LBC,sadness/fear,
11364,My friends tell me I'm pretty. Trigger tells my I'm ugly. I first was confused but then realised I'm both. Pretty ugly. #tru #sad #tumblr,sadness/fear,
11365,"But when my mom told me yesterday that it was looking grim and I started driving out there, I was told to turn around b/c she was too sick pensive face ",sadness/fear,
11366,@ChipotleTweets Gabe the worst part is I can't get hot status this month because there's no chipotle near enough to my campus #sadness,sadness/fear,
11367,Liam is too distant makes me mourn Ã°Å¸ËœÂª,sadness/fear,
11368,Actually I always idealize the end of my relationships .. Such a pessimist,sadness/fear,
11369,@RossKemp great programme tonight #sad #upsetting #extremeworld loudly crying face ,sadness/fear,
11370,Brb going to sulk in bed until Friday pensive face ,sadness/fear,
11371,it's pretty depressing when u hit pan on ur favourite highlighter,sadness/fear,
11372,@ATTCares why do I have 2 wait 48 hours to call YOU back to cancel an order I JUST placed after already spending 2 hours on the phone?! #sad,sadness/fear,
11373,My encouragement today is my dog while my head is in a fog. #epicfail #feelingfedup #tired #ihaveheardeverything #wondering frowning face ️,sadness/fear,
11374,"@nigeriaLNG @TonyAttah #lestweforget 3 yrs on, 2013 Graduate Trainee recruitment not concluded. #disappointed #weary however #wewait",sadness/fear,
11375,"@katethecursed @shannonrdk LOL this day is too gloomy for being people, should've canceled and stayed in bed",sadness/fear,
11376,@danhirtle @Bell Another unhappy customer. #secreteyes loudly crying face ,sadness/fear,
11377,This weather got me fucked up. Like you either be sunny and hot or gloomy and cold. No in between.,sadness/fear,
11378,I can't WAIT to go to work tomorrow with a high as fuck fever. [sarcasm]\nHopefully I'll feel better tomorrow.\nBut I doubt it. #pessimism,sadness/fear,
11379,Well stomach cramps did not make that spin class any easier. Why does my body hate digesting porridge so much Ã°Å¸ËœÂ  #spinning #sulk frowning face ️,sadness/fear,
11380,All the 'juniors' are now wearing purple at ollafest while I'm here fighting with my alarm about when I need to wake up for German #sadness,sadness/fear,
11381,@ananavarro @tcarrels most of Trump supporters have not clue about the meaning of the words they used just like him #sad #nevertrump loudly crying face ,sadness/fear,
11382,@ChristianJMay @CityAM \nConfidence held up... despite constant and continual doom and gloom,sadness/fear,
11383,It's now September and we're still battling a situation that was said to be handled March of this year. @ATT this is unacceptable pensive face ,sadness/fear,
11384,"@X_KIMTAEHYUNG_X \nÃ¢â‚¬â€ momentarily before it disappeared, only solemnity and anxiety lacing his features. \n\n'I ran out to get you before Ã¢â‚¬â€ loudly crying face ",sadness/fear,
11385,Life is too short so dont shoot it in with worries sadness and grief. loudly crying face ,sadness/fear,
11386,"@MoneyJay901 hard to tell in your pic. My mistake then. Either way, nothing I said initially was about race. U took it there. #sad #ignorant",sadness/fear,
11387,the thing with Twitter is i only remember to tweet when i'm bored or alone and then it comes across like i have a really dull and sad life.Ã°Å¸â€˜Â½ loudly crying face ,sadness/fear,
11388,"Going off reports on Sky, Stoke played ok tonight. Think i'll stay off the messageboard tonight though -it will be grim on there :/",sadness/fear,
11389,The fact I haven't had to wear a bra for a week and knowing I'll have to start wearing one again after tomorrow is depressing Ã°Å¸â„¢â€žÃ°Å¸â„¢â€ž crying face ,sadness/fear,
11390,@yesnicksearcy @counterparty Although I don't expect a trumpie to understand the difference between real things and pretend things. #sad pensive face ,sadness/fear,
11391,@glenberube @DonnaGrantis @idanielsenbass @HannahJWelton watching this again makes me weep tears of joy and tears of sadness that he's gone,sadness/fear,
11392,#RIPKara i could have seen her at a local mall or any school football games. im disheartened slightly frowning face ,sadness/fear,
11393,If Angelina Jolie can't keep a man no one can. Today we mourn because Love is dead,sadness/fear,
11394,"@LVLMLeah Nooooooooooooooooooooo. We have stupid, dismal, lame winters where we maybe get some dangerous ice once. loudly crying face ",sadness/fear,
11395,Hate being sober so I popped two,sadness/fear,
11396,I don't think it's fully sunk in that Val is gone yet crying face ,sadness/fear,
11397,I'm throwing myself straight into American Horror Story so I don't have time to grieve,sadness/fear,
11398,The @Orioles are in contention and hosting @RedSox nation and Camden is empty #sad pensive face ,sadness/fear,
11399,I'd rather die alone then end up with somebody who can't be sober,sadness/fear,
11400,Having holiday blues! #WantToGoBackToMinehead. pensive face ,sadness/fear,
11401,Wow just watched Me Before You and it was seriously one of the most depressing movies of my life,sadness/fear,
11402,I haven't watched my favorite youtubers in months and it's honestly made my depression so much worse,sadness/fear,
11403,"@midnight #EndTrumpweek please, it's #depressing me.",sadness/fear,
11404,I'm honestly upset that they rewarded Nicole 500k. #depressing #paulwasrobbed #rewardhardwork #bitterjury #bb18 loudly crying face ,sadness/fear,
11405,Even a pencilÃ¢Å“Â never #stayed with me until it's #end Ã¢Å¡Â« Ã°Å¸ËœÅ¾,sadness/fear,
11406,"@StaceyDavidson_ You're a thief and a liberal mope, investigated by the financial services board for theft of govt retirement funds. THIEF loudly crying face ",sadness/fear,
11407,My 2 teens sons just left in the car to get haircuts. I'm praying up a storm that they make it home safely!! #sad #TerenceCrutcher,sadness/fear,
11408,@TDYLN sadly not :( pensive face ,sadness/fear,
11409,"Had to give my 11yo AfAm son this advice today: 'be polite, no sudden movements, keep hands where they can see them'. #sadness",sadness/fear,
11410,so gutted i dropped one of my earrings down the sink at school pensive face ,sadness/fear,
11411,@5SOS I swear I will not go mourn becauseÃ°Å¸ËœÂ­Ã°Å¸ËœÂ­Ã°Å¸â€â€Ã°Å¸â€â€,sadness/fear,
11412,@MHChat I think sadness is felt very strongly physically and mentally. It feels like it takes over and it's hard to focus at work #MHChat crying face  pensive face ,sadness/fear,
11413,@WestHamUtd poor service tonight to find season ticket holders in the seats we purchased online. Forced to move further away #unhappy,sadness/fear,
11414,why the fuck does my mum want me to put corn in the curry?! #grim pensive face ,sadness/fear,
11415,What a grim night #GetTheFireLit Ã°Å¸â€Â¥,sadness/fear,
11416,@cristinalaila1 just when I thought this disgusting man couldn't sink any lower-like Hillary he his depravity of character has no bottom pensive face ,sadness/fear,
11417,"Haven't been here a while, been watching lots of TV. Conclusion #whataloadoftat...if I wasn't depressed before afternoon TV is",sadness/fear,
11418,Making that yearly transition from excited and hopeful college returner to sick and exhausted pessimist. #college pensive face ,sadness/fear,
11419,When the surfer girl and i don't speak the same language anymore.. #justsaying #sadness pensive face ,sadness/fear,
11420,It's way too hard not to get discouraged.,sadness/fear,
11421,@KatHeartwell some don't see the difference between courting and appealing to a women vs deception &amp; pressure it's depressing pensive face  loudly crying face  crying face ,sadness/fear,
11422,@SizweM01 and it's kinda depressing hey!!! Ã°Å¸Ëœâ€˜,sadness/fear,
11423,I've returned from the dead with a desire to clean the apartment and eat something that isn't garbage. #managing #depression loudly crying face ,sadness/fear,
11424,"#Terencecutcher #Tulsa the man onthe helicopter said he looks like a bad dude, that is the problem, when they see black they see bad, #sad",sadness/fear,
11425,"@Virgin_TrainsEC I feel for the conductor tonight, he's obviously taken grief over the last few weeks, he sounds weary of apologising! pensive face  loudly crying face ",sadness/fear,
11426,"@Jay_2752 thank you, I shall mourn her",sadness/fear,
11427,I was in the dark room for 58 minutes and failed every time I tried developing a photo I'm so frustrated with myself :') crying face ,sadness/fear,
11428,I mourn. ha..r / ambe was ruined. what was once an ongoing shitpost about Tony's crimes was hijacked by not so vaguely racist memers,sadness/fear,
11429,@Aamnaa___ @drkarthik_n your per capita income is almost same like us. Gini Coefficient is very dismal. Ambitions are high but output Zero. loudly crying face ,sadness/fear,
11430,@gagasklaine it's old sadly,sadness/fear,
11431,@fpuebla3 @Osbaldo_A lost a friend too frowning face ️,sadness/fear,
11432,Mixed emotions. #sadness #anxietymaybe #missingfriends #growingupsucks #lostfriends #wheresthetruefriends #complications,sadness/fear,
11433,watching this uni reveal is so depressing i miss stingrays :( loudly crying face ,sadness/fear,
11434,@TheSGJournal Step 1: Get rid of @LittleStokePark Step 2: Prioritise football Step 3: profit? #depressing,sadness/fear,
11435,as a very depressed and suicidal person seeing someone sing about their own depressing life yet having fun is very relatable and encouraging frowning face ️,sadness/fear,
11436,@lucy_hyner @Soulboy2266 sadly not !! One less hour drinking time Ã°Å¸ËœÂ¢Ã°Å¸ÂÂ»,sadness/fear,
11437,Man Southampton will wipe the floor with west ham on Sunday. So disheartened frowning face ️,sadness/fear,
11438,@DeltaAssist Tried 2 get earlier flt 2day @BWI Turnd away bcuz it was 2 late Then agent let other pas on #silvereliteleftbehind #unhappy loudly crying face  pensive face  frowning face ️,sadness/fear,
11439,doese reading help depression or is it another form of escapism pensive face ,sadness/fear,
11440,Hate knowing I have to get up at half 5 for gym in the morning it's so depressing,sadness/fear,
11441,"@Gervaisoholic But this is no easy ride for a child cries: \n'Oh, find me...find me, nothing more, \nWe are on a sullen misty moor...' loudly crying face ",sadness/fear,
11442,sav tells our mom 'I love you' and she responds 'Oh.' #sad,sadness/fear,
11443,"Don King...his actions really sadden me today...the word 'may not' have the same power to all as it once did, I still cringe when i hear it loudly crying face  pensive face  loudly crying face ",sadness/fear,
11444,"even if it looks like we are okay, the reality of that is were actually very worn out and forlorn loudly crying face ",sadness/fear,
11445,All I want to do is watch some netflix but I am stuck here in class. #depressing,sadness/fear,
11446,@JUSTICESLUT420 sadly this sort of poster died by the 90s afaik loudly crying face ,sadness/fear,
11447,Sometimes the support network is causing the damage. \n\n #support #Damaged #alone #tired #hurt #nojustice #surivivor #NoMore loudly crying face ,sadness/fear,
11448,"I'm slugging vitamin D pills by the handful, like they were m&amp;ms. When will this eternal winter end?! #Melbourne #grim #overit loudly crying face ",sadness/fear,
11449,@MariamVeiszadeh #depressing it's so freaking close !,sadness/fear,
11450,"If you find me lost, will you stay as a passerby or will you get lost with me? #musings #melancholy loudly crying face ",sadness/fear,
11451,I'm getting use to not having a phone it's sad .. pensive face  crying face ,sadness/fear,
11452,Very depressing seeing my whole fam packing to go on holiday tomorrow and I'm just staying here Ã°Å¸â„¢Æ’ pensive face ,sadness/fear,
11453,"I'd rather laugh with the rarest genius, in beautiful alliance with his own being, where he kept his sadness. #melancholy",sadness/fear,
11454,Dreams dashed and divided like million stars in the night sky. pensive face ,sadness/fear,
11455,@knology has providing customers w/equipment that doesn't deliver speeds of internet services that they have been charging. #unhappy #scam pensive face ,sadness/fear,
11456,@downseung I'm sorry about your loss... no one should ever give you shit for taking your time to mourn. No matter how long it takes.,sadness/fear,
11457,I have sleep cooties.\nI close my eyes and dream that I'm awake #weary #sleepissues #narcolepsy pensive face  loudly crying face ,sadness/fear,
11458,Why can't you just be mine. #forlorn,sadness/fear,
11459,@ryyyshh story of my life. #lost pensive face  loudly crying face ,sadness/fear,
11460,@againstallaudss @groovydadad @Thelostchild5 @MHChat indeed &amp; is sadness unavoidable? #MHChat,sadness/fear,
11461,The underground at Waterloo is not a nice place to be at 8.30am on a Thursday #somanypeople #grim pensive face  crying face ,sadness/fear,
11462,@WilsonsWorld I was in high school and remember helping neighbors clean up back home in Greenville. Pretty sobering stuff. #sadness pensive face ,sadness/fear,
11463,When will the weeks full of Mondays end??,sadness/fear,
11464,@HutchinsonDave I don't know whether to despair or agitate for a cull. pensive face ,sadness/fear,
11465,@Samkingftw ew omg that is so grim,sadness/fear,
11466,MY CAR IS DENTED FROM THE HAIL sad loudly crying face ,sadness/fear,
11467,"I forgot my hair straightner home, I'm feeling lost without it... #lost #lostWithoutMyHairStraightener",sadness/fear,
11468,"My nephews n cousins are nowhere near bad guys, but they could be killed @ any moment by a cop that thought they were bc of their color loudly crying face ",sadness/fear,
11469,Can I just sulk in peace Ã°Å¸Ëœâ€š,sadness/fear,
11470,wow almost all the T-Mobile stores in San Diego are out of Note7 replacements #sadness I need to get mine replaced loudly crying face ,sadness/fear,
11471,"Once you've accepted your flaws, no one can use them against you - @GRRMspeaking #quote #mentalhealth #psychology #depression #anxiety",sadness/fear,
11472,"ItÃ¢â‚¬â„¢s possible changing meds is best not done while under stress. Difficult to tell what part of despair is circumstantial, what is drugs. crying face  loudly crying face ",sadness/fear,
11473,amateur author Twitter might be the most depressing thing I've ever seen,sadness/fear,
11474,@CNN yes. Too many cops. And too many ppl who should have lost their lives r still alive. pensive face ,sadness/fear,
11475,With loyal heart is concerned. #somber,sadness/fear,
11476,Up on melancholy hill,sadness/fear,
11477,A .500 season is all I'm looking for at this point. #depressing #royals loudly crying face ,sadness/fear,
11478,When will the weeks full of Mondays end?? #disheartened,sadness/fear,
11479,Shantosh: How crazy would it be to walk past and talk to a person everyday never realizing he is suffering from depression or such? Ã¢â‚¬Â¦ crying face ,sadness/fear,
11480,Is this the Krusty Krab?\n\nNo this is crippling depression,sadness/fear,
11481,"Texans and Astros both shut out tonight. Houston, we're back to normal. #texans #Astros #sadness #losers crying face  anxious face with sweat ",sadness/fear,
11482,And I won't even get started with Hillary and her fancy fundraisers! #depressing,sadness/fear,
11483,From My head to think it was better but obviously it's not #relapse #sadness #sickness #madness #misunderstanding loudly crying face ,sadness/fear,
11484,@thatsabingo grim really,sadness/fear,
11485,@flybe Doesn't explain the ability to land at Manchester but not Bradford - other than more convenient for Flybe. Many unhappy travelers slightly frowning face ,sadness/fear,
11486,It's sad when your man leaves work a little bit late and your worst fear is 'Oh no!! Did he get stopped by the police?!?! ' #sad #ourworld,sadness/fear,
11487,Smokeys dad is sad :/ crying face ,sadness/fear,
11488,@Mets @JdeGrom19 I'm depress now,sadness/fear,
11489,@tysonwaters and @WatersWife 'Being over it.' Why USA has #panicattacks #anxiety #depression and so much medication! pensive face ,sadness/fear,
11490,Interesting topic this evening... sadness &amp; low mood. #MHChat loudly crying face ,sadness/fear,
11491,Awake at 5.30am with a seriously bad throat Ã°Å¸ËœÂ Ã°Å¸ËœÂ Ã°Å¸ËœÂ Ã°Å¸ËœÂ Ã°Å¸ËœÂ·Ã°Å¸Â¤â€ glands feel huuuuuuuge and I'm in uni soon! #grim crying face ,sadness/fear,
11492,"This room is rather dreary, but we endure what we must.",sadness/fear,
11493,@TootingCommon stop!!! Don't make me laugh when I'm being sad. loudly crying face ,sadness/fear,
11494,When you lose somebody close to your heart you lose yourself as well Ã°Å¸â€â€,sadness/fear,
11495,@GCC_DiscGolf lost my xt nova around hole 8 or 9 #sadness loudly crying face ,sadness/fear,
11496,Synth backing tracks = sadness\n#depresspop #dark #+++ #alt #fuckingmeup,sadness/fear,
11497,@childctweets sad people are that sick and boring Ã°Å¸ËœÂ¬Ã°Å¸ËœÂ¬Ã°Å¸ËœÂ¬ pensive face ,sadness/fear,
11498,I think learning classical or ancient Japanese might help me get myself permanently out of depression. I sometimes suffer from sudden,sadness/fear,
11499,where broken hearted lovers do cry away their gloom crying face ,sadness/fear,
11500,"@GoPro your UX online is appalling! No clear save button, not being able to use any generic TLD's #unhappy loudly crying face ",sadness/fear,
